-0.00924612;-0.00559679;0.196357
0.0076827;-0.00430023;0.196205
0.00106312;0.00726881;0.196375
0.0340947;-0.0195155;0.196332
7.70928e-05;-0.00159722;0.196293
0.00342548;-0.00118199;0.196398
0.0003094;0.0283244;0.196458
0.00968783;-0.00573395;0.196251
0.00019558;0.00966187;0.196256
-0.00953216;-0.00509681;0.196299
-0.00583645;-0.00376347;0.196319
-0.00579294;-0.00317443;0.19637
-0.0109148;-0.00717038;0.196213
0.00579914;-0.00297178;0.19628
-0.0177136;-0.0103596;0.196378
0.000657176;0.00717237;0.196344
0.00319554;-0.00106829;0.196243
-0.0135729;-0.00873666;0.196309
-0.00112604;0.00552808;0.196247
-0.000852807;-0.00236481;0.196239
-0.00265751;0.000184505;0.196244
0.00669885;-0.00376489;0.196378
-0.000342081;0.0112054;0.196215
0.000423032;-0.000453297;0.196279
-0.000148018;0.0108753;0.19634
-0.0190847;-0.0114917;0.196248
0.00065862;0.00299378;0.196328
0.0359108;-0.0203784;0.196254
0.000328054;0.0223866;0.196324
-0.0374509;-0.0215556;0.196202
-0.044641;-0.0260021;0.196315
-2.07669e-05;0.0107325;0.196274
0.00305128;-0.00321271;0.196375
0.00515508;-0.00318545;0.19631
0.00015929;0.0181835;0.196288
0.00166265;0.00807522;0.196376
0.00334973;0.000343312;0.196292
0.00756022;-0.00436022;0.196226
-0.00924995;-0.00550687;0.196286
-0.000305642;0.00314088;0.196264
-0.00233569;-0.00101222;0.196451
-0.00615776;-0.0048097;0.19627
-0.00989533;-0.00580356;0.19635
0.0134671;-0.00675748;0.196294
-0.00579899;-0.00332194;0.196202
0.00379352;-0.00320541;0.196286
0.0043355;-0.00285188;0.196262
0.000858029;0.000920293;0.196442
-0.0255173;-0.0149648;0.196276
-0.034823;-0.0199283;0.19622
0.0026283;-0.00333192;0.196306
-0.0067783;-0.00350276;0.196365
0.0092981;-0.00490617;0.196275
0.00404337;-0.0043182;0.196337
-0.000511426;0.00493675;0.196387
0.0111913;-0.00688088;0.196335
-0.00444068;0.000229453;0.196256
0.0192937;-0.0111926;0.19626
0.00745004;-0.00520781;0.196364
0.00557622;-0.00327812;0.196309
-0.0011881;0.00312287;0.196246
0.0110887;-0.00706355;0.196448
0.0118555;-0.00830847;0.19625
-1.50777e-05;0.0182101;0.196304
-0.014784;-0.00852106;0.196224
0.0135324;-0.00779713;0.196333
0.0175982;-0.0111119;0.196235
-0.00120499;-0.0012985;0.196246
2.11346e-05;0.0240396;0.196365
0.037915;-0.0220525;0.196336
0.000249218;0.0239569;0.19637
-0.00625169;-0.00140155;0.196343
-0.00147647;0.00547112;0.196346
-0.0344921;-0.0200105;0.196307
-0.0041519;-0.00461388;0.196309
-0.000327464;0.00738197;0.196212
0.000334674;-0.000210383;0.196407
-0.00229827;0.00591664;0.196203
-0.00663425;-0.00362446;0.196375
0.0332594;-0.0188475;0.196346
0.00872283;-0.00518005;0.196425
-0.000313918;0.00402396;0.196277
0.00262094;0.000918711;0.196245
0.00226512;-0.0015859;0.196264
0.00420205;-0.00215411;0.196304
-0.00294947;-0.000952012;0.196266
0.000207506;0.0199018;0.19634
-0.0218831;-0.0126096;0.196291
-0.0014679;0.0101455;0.196234
-0.00298207;0.00225571;0.196332
0.00166217;-0.0018305;0.196243
-0.000880226;0.000427901;0.196328
-0.00726878;-0.00534885;0.196209
-0.00231118;-0.000441185;0.196234
-0.0119336;-0.00677506;0.19624
0.032043;-0.0185941;0.196387
-0.00297849;-0.00194789;0.196333
-0.0141121;-0.00729777;0.196219
0.00605637;-0.00283617;0.196336
0.00720031;-0.00286762;0.1964
0.0161633;-0.00941887;0.196228
-0.0174667;-0.0105473;0.196338
0.00525129;-0.00288293;0.196356
0.000131573;0.0109714;0.196455
0.0027393;0.00244139;0.196279
-0.000927528;-0.000265866;0.19632
0.0102384;-0.00624605;0.196222
-0.000252238;0.032292;0.196376
0.00225451;-0.000507716;0.196334
-0.000875884;0.00201358;0.196201
0.000211521;-7.35864e-05;0.196413
-0.0467834;-0.026866;0.196296
0.00201927;-0.000799423;0.1963
0.028176;-0.0164517;0.196343
0.000221497;-0.00139678;0.196324
0.0224093;-0.0128188;0.196246
-0.000134432;0.00943862;0.196439
-2.52656e-05;0.0424537;0.196343
-0.00184674;0.00214473;0.196395
0.0350836;-0.0199058;0.196223
0.00013132;0.0155788;0.196229
-0.000207644;0.00142242;0.196241
0.00168028;0.00600042;0.196208
-0.00295506;-0.00111262;0.196428
0.00612377;-0.00413286;0.196258
-0.00216148;-0.000319604;0.196258
0.0460343;-0.0268109;0.196273
-0.00103823;-0.00114714;0.196228
-0.00247755;-3.99846e-05;0.196283
-0.0295776;-0.0170425;0.196244
0.000542565;0.0233134;0.196325
-0.0322606;-0.0185567;0.196373
-0.00206537;-0.0014591;0.196304
