-0.039;-0.16;-0.465324;1.70437
-0.02925;-0.16;-0.365099;1.75028
-0.0195;-0.16;-0.251157;1.78534
-0.00975;-0.16;-0.127923;1.80729
0;-0.16;0;1.81476
0.00975;-0.16;0.127923;1.80729
0.0195;-0.16;0.251157;1.78534
0.02925;-0.16;0.365099;1.75028
0.039;-0.16;0.465324;1.70437
-0.039;-0.1435;-0.336695;1.40313
-0.02925;-0.1435;-0.263768;1.41911
-0.0195;-0.1435;-0.181281;1.43237
-0.00975;-0.1435;-0.0922875;1.44106
0;-0.1435;0;1.44408
0.00975;-0.1435;0.0922875;1.44106
0.0195;-0.1435;0.181281;1.43237
0.02925;-0.1435;0.263768;1.41911
0.039;-0.1435;0.336695;1.40313
-0.039;-0.127;-0.255465;1.17812
-0.02925;-0.127;-0.198956;1.17398
-0.0195;-0.127;-0.136213;1.17247
-0.00975;-0.127;-0.0691941;1.17215
0;-0.127;0;1.17215
0.00975;-0.127;0.0691941;1.17215
0.0195;-0.127;0.136213;1.17247
0.02925;-0.127;0.198956;1.17398
0.039;-0.127;0.255465;1.17812
-0.039;-0.1105;-0.204761;0.999011
-0.02925;-0.1105;-0.157915;0.982487
-0.0195;-0.1105;-0.107411;0.971786
-0.00975;-0.1105;-0.0543588;0.965809
0;-0.1105;0;0.963891
0.00975;-0.1105;0.0543588;0.965809
0.0195;-0.1105;0.107411;0.971786
0.02925;-0.1105;0.157915;0.982487
0.039;-0.1105;0.204761;0.999011
-0.039;-0.094;-0.171537;0.847909
-0.02925;-0.094;-0.130771;0.824856
-0.0195;-0.094;-0.088247;0.80918
-0.00975;-0.094;-0.044455;0.800092
0;-0.094;0;0.797116
0.00975;-0.094;0.044455;0.800092
0.0195;-0.094;0.088247;0.80918
0.02925;-0.094;0.130771;0.824856
0.039;-0.094;0.171537;0.847909
-0.039;-0.0775;-0.146179;0.716224
-0.02925;-0.0775;-0.11022;0.690827
-0.0195;-0.0775;-0.0738087;0.673204
-0.00975;-0.0775;-0.0370131;0.662838
0;-0.0775;0;0.659418
0.00975;-0.0775;0.0370131;0.662838
0.0195;-0.0775;0.0738087;0.673204
0.02925;-0.0775;0.11022;0.690827
0.039;-0.0775;0.146179;0.716224
-0.039;-0.061;-0.122098;0.601957
-0.02925;-0.061;-0.091229;0.576941
-0.0195;-0.061;-0.0606976;0.559353
-0.00975;-0.061;-0.0303208;0.548916
0;-0.061;0;0.545456
0.00975;-0.061;0.0303208;0.548916
0.0195;-0.061;0.0606976;0.559353
0.02925;-0.061;0.091229;0.576941
0.039;-0.061;0.122098;0.601957
-0.039;-0.0445;-0.0953366;0.507308
-0.02925;-0.0445;-0.070738;0.48414
-0.0195;-0.0445;-0.0468294;0.467677
-0.00975;-0.0445;-0.0233229;0.457835
0;-0.0445;0;0.454561
0.00975;-0.0445;0.0233229;0.457835
0.0195;-0.0445;0.0468294;0.467677
0.02925;-0.0445;0.070738;0.48414
0.039;-0.0445;0.0953366;0.507308
-0.039;-0.028;-0.0641625;0.436617
-0.02925;-0.028;-0.0473559;0.415718
-0.0195;-0.028;-0.0312331;0.400719
-0.00975;-0.028;-0.0155207;0.391692
0;-0.028;0;0.38868
0.00975;-0.028;0.0155207;0.391692
0.0195;-0.028;0.0312331;0.400719
0.02925;-0.028;0.0473559;0.415718
0.039;-0.028;0.0641625;0.436617
-0.039;-0.0115;-0.0286701;0.394656
