0;0.00541447;-0.00155527;0.0119008;10000
1e-12;0.00546982;-0.00156936;0.0119167;10000
2e-12;0.00552588;-0.00158005;0.0119329;10000
3e-12;0.00558244;-0.00158729;0.0119492;10000
4e-12;0.00563928;-0.00159107;0.0119657;10000
5e-12;0.00569619;-0.00159138;0.0119824;10000
6e-12;0.00575296;-0.00158821;0.0119993;10000
7e-12;0.00580936;-0.00158159;0.0120164;10000
8e-12;0.00586519;-0.00157153;0.0120337;10000
9e-12;0.00592022;-0.0015581;0.0120513;10000
1e-11;0.00597426;-0.00154133;0.0120691;10000
1.1e-11;0.00602709;-0.00152129;0.0120871;10000
1.2e-11;0.00607852;-0.00149808;0.0121054;10000
1.3e-11;0.00612834;-0.00147177;0.0121239;10000
1.4e-11;0.00617638;-0.00144248;0.0121426;10000
1.5e-11;0.00622243;-0.00141031;0.0121617;10000
1.6e-11;0.00626634;-0.0013754;0.0121809;10000
1.7e-11;0.00630793;-0.00133789;0.0122004;10000
1.8e-11;0.00634704;-0.00129791;0.0122202;10000
1.9e-11;0.00638352;-0.00125563;0.0122402;10000
2e-11;0.00641723;-0.0012112;0.0122604;10000
2.1e-11;0.00644805;-0.00116482;0.0122808;10000
2.2e-11;0.00647585;-0.00111664;0.0123013;10000
2.3e-11;0.00650053;-0.00106687;0.0123221;10000
2.4e-11;0.00652199;-0.0010157;0.0123431;10000
2.5e-11;0.00654015;-0.000963325;0.0123641;10000
2.6e-11;0.00655494;-0.000909949;0.0123854;10000
2.7e-11;0.0065663;-0.000855782;0.0124067;10000
2.8e-11;0.0065742;-0.000801033;0.0124281;10000
2.9e-11;0.00657859;-0.000745917;0.0124495;10000
3e-11;0.00657946;-0.000690648;0.012471;10000
3.1e-11;0.00657681;-0.000635441;0.0124925;10000
3.2e-11;0.00657065;-0.000580512;0.0125141;10000
3.3e-11;0.006561;-0.000526075;0.0125355;10000
3.4e-11;0.0065479;-0.000472341;0.0125569;10000
3.5e-11;0.0065314;-0.000419522;0.0125783;10000
3.6e-11;0.00651156;-0.000367823;0.0125995;10000
3.7e-11;0.00648846;-0.000317445;0.0126206;10000
3.8e-11;0.00646218;-0.000268588;0.0126416;10000
3.9e-11;0.00643284;-0.00022144;0.0126624;10000
4e-11;0.00640053;-0.000176188;0.0126831;10000
4.1e-11;0.00636539;-0.000133009;0.0127035;10000
4.2e-11;0.00632755;-9.20725e-05;0.0127238;10000
4.3e-11;0.00628716;-5.35401e-05;0.0127438;10000
4.4e-11;0.00624437;-1.75636e-05;0.0127636;10000
4.5e-11;0.00619934;1.57146e-05;0.0127832;10000
4.6e-11;0.00615225;4.61625e-05;0.0128025;10000
4.7e-11;0.00610329;7.3659e-05;0.0128216;10000
4.8e-11;0.00605263;9.8094e-05;0.0128404;10000
4.9e-11;0.00600047;0.00011937;0.012859;10000
5e-11;0.00594702;0.000137399;0.0128773;10000
5.1e-11;0.00589248;0.00015211;0.0128954;10000
5.2e-11;0.00583705;0.000163439;0.0129132;10000
5.3e-11;0.00578096;0.000171341;0.0129307;10000
5.4e-11;0.00572441;0.000175779;0.0129481;10000
5.5e-11;0.00566762;0.000176732;0.0129652;10000
5.6e-11;0.00561082;0.000174192;0.012982;10000
5.7e-11;0.00555422;0.000168163;0.0129987;10000
5.8e-11;0.00549803;0.000158665;0.0130151;10000
5.9e-11;0.00544247;0.000145729;0.0130314;10000
6e-11;0.00538776;0.0001294;0.0130474;10000
6.1e-11;0.0053341;0.000109737;0.0130633;10000
6.2e-11;0.00528171;8.68086e-05;0.013079;10000
6.3e-11;0.00523077;6.06999e-05;0.0130945;10000
6.4e-11;0.00518149;3.15058e-05;0.0131099;10000
6.5e-11;0.00513406;-6.6613e-07;0.0131252;10000
6.6e-11;0.00508865;-3.56972e-05;0.0131403;10000
6.7e-11;0.00504544;-7.34577e-05;0.0131553;10000
6.8e-11;0.0050046;-0.000113807;0.0131702;10000
6.9e-11;0.00496629;-0.000156596;0.013185;10000
7e-11;0.00493064;-0.000201664;0.0131997;10000
7.1e-11;0.0048978;-0.000248843;0.0132143;10000
7.2e-11;0.0048679;-0.000297956;0.0132288;10000
7.3e-11;0.00484104;-0.000348821;0.0132433;10000
7.4e-11;0.00481733;-0.000401245;0.0132577;10000
7.5e-11;0.00479687;-0.000455033;0.013272;10000
7.6e-11;0.00477972;-0.000509983;0.0132863;10000
7.7e-11;0.00476597;-0.000565887;0.0133005;10000
7.8e-11;0.00475566;-0.000622537;0.0133148;10000
7.9e-11;0.00474882;-0.000679719;0.0133289;10000
8e-11;0.0047455;-0.000737217;0.0133431;10000
8.1e-11;0.00474569;-0.000794816;0.0133572;10000
8.2e-11;0.00474941;-0.000852299;0.0133714;10000
8.3e-11;0.00475664;-0.00090945;0.0133855;10000
8.4e-11;0.00476734;-0.000966052;0.0133996;10000
8.5e-11;0.00478149;-0.00102189;0.0134137;10000
8.6e-11;0.00479903;-0.00107676;0.0134278;10000
8.7e-11;0.00481989;-0.00113045;0.013442;10000
8.8e-11;0.00484399;-0.00118277;0.0134561;10000
8.9e-11;0.00487124;-0.0012335;0.0134703;10000
9e-11;0.00490154;-0.00128247;0.0134845;10000
9.1e-11;0.00493477;-0.00132948;0.0134988;10000
9.2e-11;0.00497081;-0.00137436;0.0135131;10000
9.3e-11;0.00500952;-0.00141695;0.0135274;10000
9.4e-11;0.00505075;-0.00145708;0.0135418;10000
9.5e-11;0.00509434;-0.0014946;0.0135563;10000
9.6e-11;0.00514013;-0.00152936;0.0135708;10000
9.7e-11;0.00518795;-0.00156126;0.0135855;10000
9.8e-11;0.00523761;-0.00159015;0.0136002;10000
9.9e-11;0.00528891;-0.00161593;0.0136151;10000
1e-10;0.00534167;-0.00163852;0.01363;10000
1.01e-10;0.00539569;-0.00165782;0.0136451;10000
1.02e-10;0.00545074;-0.00167376;0.0136603;10000
1.03e-10;0.00550664;-0.00168629;0.0136757;10000
1.04e-10;0.00556315;-0.00169536;0.0136913;10000
1.05e-10;0.00562007;-0.00170094;0.013707;10000
1.06e-10;0.00567717;-0.00170301;0.0137229;10000
1.07e-10;0.00573423;-0.00170157;0.013739;10000
1.08e-10;0.00579105;-0.00169663;0.0137553;10000
1.09e-10;0.00584739;-0.00168821;0.0137718;10000
1.1e-10;0.00590303;-0.00167634;0.0137885;10000
1.11e-10;0.00595778;-0.00166108;0.0138055;10000
1.12e-10;0.00601141;-0.00164248;0.0138227;10000
1.13e-10;0.00606371;-0.00162063;0.0138401;10000
1.14e-10;0.00611449;-0.0015956;0.0138578;10000
1.15e-10;0.00616355;-0.00156751;0.0138758;10000
1.16e-10;0.0062107;-0.00153646;0.0138939;10000
1.17e-10;0.00625576;-0.00150258;0.0139124;10000
1.18e-10;0.00629855;-0.001466;0.013931;10000
1.19e-10;0.0063389;-0.00142687;0.01395;10000
1.2e-10;0.00637666;-0.00138534;0.0139691;10000
1.21e-10;0.00641169;-0.00134157;0.0139885;10000
1.22e-10;0.00644384;-0.00129575;0.0140081;10000
1.23e-10;0.006473;-0.00124804;0.0140279;10000
1.24e-10;0.00649904;-0.00119864;0.0140478;10000
1.25e-10;0.00652187;-0.00114774;0.014068;10000
1.26e-10;0.00654139;-0.00109555;0.0140883;10000
1.27e-10;0.00655754;-0.00104227;0.0141087;10000
1.28e-10;0.00657025;-0.000988112;0.0141293;10000
1.29e-10;0.00657946;-0.000933286;0.01415;10000
1.3e-10;0.00658515;-0.000878009;0.0141707;10000
1.31e-10;0.00658729;-0.000822501;0.0141915;10000
1.32e-10;0.00658586;-0.00076698;0.0142123;10000
1.33e-10;0.00658089;-0.000711665;0.0142331;10000
1.34e-10;0.00657238;-0.000656775;0.0142539;10000
1.35e-10;0.00656037;-0.000602527;0.0142746;10000
1.36e-10;0.0065449;-0.000549136;0.0142953;10000
1.37e-10;0.00652605;-0.000496811;0.0143159;10000
1.38e-10;0.00650387;-0.000445761;0.0143364;10000
1.39e-10;0.00647845;-0.000396188;0.0143568;10000
1.4e-10;0.0064499;-0.000348288;0.014377;10000
1.41e-10;0.00641833;-0.000302251;0.014397;10000
1.42e-10;0.00638385;-0.000258261;0.0144168;10000
1.43e-10;0.00634661;-0.000216492;0.0144365;10000
1.44e-10;0.00630675;-0.000177112;0.0144559;10000
1.45e-10;0.00626443;-0.000140276;0.0144752;10000
1.46e-10;0.0062198;-0.000106133;0.0144941;10000
1.47e-10;0.00617305;-7.48203e-05;0.0145129;10000
1.48e-10;0.00612435;-4.64631e-05;0.0145314;10000
1.49e-10;0.0060739;-2.11764e-05;0.0145496;10000
1.5e-10;0.00602189;9.37159e-07;0.0145676;10000
1.51e-10;0.00596853;1.97871e-05;0.0145854;10000
1.52e-10;0.00591402;3.52957e-05;0.0146028;10000
