2.15458e+07;5.52579e+07
1.10281e+07;5.82755e+07
-2.89733e+07;5.17513e+07
-2.34395e+07;5.44815e+07
3.35073e+06;5.9215e+07
3.82415e+07;4.53347e+07
-4.54564e+07;3.80967e+07
1.67879e+07;5.68842e+07
3.98845e+07;4.38962e+07
-8.12808e+06;5.87502e+07
-2.39306e+07;5.42677e+07
-2.66044e+07;5.30081e+07
-4.28797e+07;4.09753e+07
-3.4294e+07;4.83898e+07
-3.71828e+07;4.6207e+07
2.74105e+07;5.25957e+07
153868;5.93096e+07
-2.31156e+07;5.46198e+07
-1.28993e+07;5.78901e+07
3.31403e+07;4.91871e+07
-2.90117e+07;5.17298e+07
-1.13187e+07;5.82198e+07
-2.15141e+07;5.52702e+07
3.23454e+07;4.97134e+07
2.53753e+07;5.36073e+07
-3.11195e+07;5.04899e+07
-4.28602e+07;4.09957e+07
-1.02282e+07;5.84212e+07
-2.84003e+07;5.2068e+07
-1.99945e+07;5.58379e+07
-2.60837e+06;5.92524e+07
-9.82477e+06;5.84904e+07
-1.92219e+07;5.61085e+07
-4.66461e+07;3.66304e+07
-4.13096e+07;4.25578e+07
3.66534e+07;4.66281e+07
-3.48642e+07;4.79806e+07
-2.86951e+07;5.19061e+07
4.04839e+07;4.3344e+07
2.85298e+07;5.19971e+07
-1.05751e+07;5.83594e+07
3.30278e+07;4.92627e+07
-1.01513e+07;5.84346e+07
1.33195e+07;5.77948e+07
-2.43784e+07;5.4068e+07
-1.01211e+06;5.93012e+07
-2.22874e+07;5.49629e+07
-2.24271e+07;5.49061e+07
3.57484e+07;4.73255e+07
-3.51199e+07;4.77938e+07
-4.23083e+07;4.15651e+07
3.39061e+07;4.86623e+07
-2.92856e+07;5.15753e+07
-1.3332e+07;5.7792e+07
1.48846e+07;5.74117e+07
1.20337e+07;5.80762e+07
1.89893e+07;5.61877e+07
1.42606e+07;5.75699e+07
-3.24909e+07;4.96185e+07
3.69163e+07;4.64201e+07
-3.51461e+07;4.77744e+07
-4.56062e+07;3.79172e+07
2.7917e+07;5.23287e+07
-3.99618e+07;4.38258e+07
