0;0.00541447;-0.00155527;0.0119008
5e-12;0.00570063;-0.00159153;0.0119822
1e-11;0.00598297;-0.00154028;0.0120688
1.5e-11;0.00623486;-0.00140684;0.0121614
2e-11;0.00643244;-0.0012043;0.0122603
2.5e-11;0.00655695;-0.000952324;0.0123644
3e-11;0.0065965;-0.000675259;0.0124716
3.5e-11;0.00654729;-0.000399877;0.0125792
4e-11;0.00641399;-0.000152822;0.0126843
4.5e-11;0.00620932;4.19113e-05;0.0127844
5e-11;0.00595282;0.000165263;0.0128783
5.5e-11;0.00566892;0.000204937;0.0129659
6e-11;0.00538467;0.000156585;0.0130477
6.5e-11;0.0051271;2.4234e-05;0.013125
7e-11;0.00492071;-0.000180098;0.0131991
7.5e-11;0.00478513;-0.000437533;0.0132711
8e-11;0.00473328;-0.000724131;0.0133419
8.5e-11;0.00477017;-0.00101315;0.0134122
9e-11;0.00489241;-0.00127758;0.0134827
9.5e-11;0.00508848;-0.00149271;0.0135541
1e-10;0.00533985;-0.0016385;0.0136276
1.05e-10;0.00562268;-0.00170147;0.0137043
1.1e-10;0.00591004;-0.00167604;0.0137856
1.15e-10;0.0061745;-0.0015651;0.0138727
1.2e-10;0.0063907;-0.00137972;0.0139661
1.25e-10;0.00653786;-0.00113814;0.0140652
1.3e-10;0.00660175;-0.000864014;0.0141682
1.35e-10;0.00657617;-0.000584165;0.0142724
1.4e-10;0.00646357;-0.000325998;0.0143749
1.45e-10;0.00627484;-0.000114879;0.0144731
1.5e-10;0.00602823;2.8321e-05;0.0145654
1.55e-10;0.00574759;8.9247e-05;0.0146512
1.6e-10;0.00546005;6.14658e-05;0.0147311
1.65e-10;0.00519335;-5.29007e-05;0.0148061
1.7e-10;0.00497323;-0.000243372;0.0148776
1.75e-10;0.00482094;-0.000492116;0.0149466
1.8e-10;0.0047512;-0.000775661;0.0150143
1.85e-10;0.00477082;-0.00106715;0.0150812
1.9e-10;0.00487802;-0.00133893;0.0151482
1.95e-10;0.00506258;-0.00156519;0.0152158
2e-10;0.00530682;-0.0017245;0.0152852
2.05e-10;0.00558724;-0.00180184;0.0153574
2.1e-10;0.0058768;-0.00179013;0.0154339
2.15e-10;0.00614744;-0.00169092;0.015516
2.2e-10;0.00637288;-0.00151428;0.0156044
2.25e-10;0.00653112;-0.00127782;0.0156987
2.3e-10;0.00660666;-0.00100501;0.0157972
2.35e-10;0.00659206;-0.000722919;0.0158974
2.4e-10;0.00648874;-0.000459533;0.0159963
2.45e-10;0.00630681;-0.000241075;0.0160913
2.5e-10;0.00606416;-8.94157e-05;0.0161805
2.55e-10;0.0057846;-1.99211e-05;0.0162632
2.6e-10;0.00549555;-3.99312e-05;0.01634
2.65e-10;0.00522535;-0.000148024;0.0164117
2.7e-10;0.00500048;-0.000334147;0.0164797
2.75e-10;0.00484297;-0.000580594;0.0165452
2.8e-10;0.00476829;-0.000863733;0.0166092
2.85e-10;0.00478384;-0.00115631;0.0166723
2.9e-10;0.00488821;-0.0014301;0.0167354
2.95e-10;0.00507132;-0.00165869;0.0167991
3e-10;0.00531536;-0.00182004;0.0168643
3.05e-10;0.00559649;-0.00189868;0.0169322
3.1e-10;0.00588717;-0.00188724;0.0170044
3.15e-10;0.00615884;-0.00178725;0.0170821
3.2e-10;0.00638468;-0.00160896;0.017166
3.25e-10;0.00654234;-0.00137039;0.0172558
3.3e-10;0.00661613;-0.00109556;0.0173499
3.35e-10;0.00659867;-0.000812094;0.0174457
3.4e-10;0.00649169;-0.000548545;0.0175402
3.45e-10;0.00630582;-0.000331521;0.0176307
3.5e-10;0.00605961;-0.000183061;0.0177154
3.55e-10;0.00577761;-0.000118423;0.0177937
3.6e-10;0.00548791;-0.000144545;0.017866
