-0.16;1.81476
-0.1567;1.73052
-0.1534;1.65176
-0.1501;1.57803
-0.1468;1.50893
-0.1435;1.44408
-0.1402;1.38313
-0.1369;1.32575
-0.1336;1.27164
-0.1303;1.22052
-0.127;1.17215
-0.1237;1.12628
-0.1204;1.0827
-0.1171;1.04122
-0.1138;1.00167
-0.1105;0.963891
-0.1072;0.927737
-0.1039;0.893086
-0.1006;0.859828
-0.0973;0.827866
-0.094;0.797116
-0.0907;0.767507
-0.0874;0.738978
-0.0841;0.711478
-0.0808;0.684969
-0.0775;0.659418
-0.0742;0.634801
-0.0709;0.611103
-0.0676;0.588314
-0.0643;0.566431
-0.061;0.545456
-0.0577;0.525395
-0.0544;0.50626
-0.0511;0.488064
-0.0478;0.470824
-0.0445;0.454561
-0.0412;0.439296
-0.0379;0.425051
-0.0346;0.411851
-0.0313;0.399719
-0.028;0.38868
-0.0247;0.378756
-0.0214;0.369972
-0.0181;0.362348
-0.0148;0.355904
-0.0115;0.350659
-0.0082;0.346628
-0.0049;0.343825
-0.0016;0.34226
0.0017;0.341941
0.005;0.342872
0.0083;0.345054
0.0116;0.348484
0.0149;0.353156
0.0182;0.359059
0.0215;0.366179
0.0248;0.374498
0.0281;0.383992
0.0314;0.394634
0.0347;0.406393
0.038;0.419234
0.0413;0.433116
0.0446;0.447996
0.0479;0.463825
0.0512;0.480552
0.0545;0.498118
0.0578;0.516466
0.0611;0.535529
0.0644;0.555242
0.0677;0.575533
0.071;0.596329
0.0743;0.617551
0.0776;0.639122
0.0809;0.660958
0.0842;0.682976
0.0875;0.705091
0.0908;0.727214
0.0941;0.749257
0.0974;0.771132
0.1007;0.79275
0.104;0.814021
0.1073;0.834856
0.1106;0.855168
0.1139;0.874872
0.1172;0.893884
0.1205;0.912121
0.1238;0.929508
0.1271;0.945968
0.1304;0.961432
0.1337;0.975836
0.137;0.989119
0.1403;1.00123
0.1436;1.01212
0.1469;1.02175
0.1502;1.0301
0.1535;1.03714
0.1568;1.04286
0.1601;1.04726
0.1634;1.05035
0.1667;1.05216
0.17;1.05272
